,Website,Treatment,FP,FCP,LT,Joules,Trial,Joules_kalman,FCP_kalman,LT_kalman
0,100_who,prefixed,1661.1,1764.4,2892.0,10.22346,0,6.948826893062281,1238.794151882608,1755.4920661134572
1,100_who,prefixed,2177.4,3065.0,3133.0,6.733296,1,6.914610647980287,1522.2734784426814,1910.3626480751066
2,100_who,prefixed,1394.1,1394.1,2175.0,4.847673599999999,2,6.448385864956845,1489.8247258269605,1961.4271350475858
3,100_who,prefixed,1084.4,1151.0,2057.0,7.977949200000001,3,6.851672475166476,1386.8002971665605,1984.5759301977587
4,100_who,prefixed,1106.8,1133.2,2062.0,6.041088,4,6.621665726385011,1303.6514527005852,2005.43980820776
5,100_who,prefixed,1246.3,1293.1,2482.0,8.1982476,5,7.0850482072092715,1300.0801981929185,2140.6596124589937
6,100_who,prefixed,1103.3,1173.8,2224.0,6.1211484,6,6.796894395836658,1256.7584046124596,2164.9105044651933
7,100_who,prefixed,1133.5,1133.6,2159.0,6.341446800000001,7,6.65961826591513,1214.2637472674896,2163.1692141921517
8,100_who,prefixed,1223.4,1223.5,2339.0,6.089677200000001,8,6.48714872635256,1217.458462580233,2215.2868146657393
9,10_linkedin,prefixed,2255.5,2255.5,871.0,5.380344000000001,0,5.0760914421971775,1047.3659698724632,439.14357705128856
10,10_linkedin,prefixed,829.2,829.3,444.0,10.2596112,1,6.533887399608712,1038.0409228111203,439.1700655327902
11,10_linkedin,prefixed,605.6,749.7,473.0,3.9127536,2,5.533858136345962,1014.8573270755797,439.5354694888759
12,10_linkedin,prefixed,722.5,722.6,426.0,3.2572692,3,4.583048638558958,982.3671360069665,439.3188251519096
13,10_linkedin,prefixed,549.1,549.3,483.0,3.3516828,4,4.053999610479378,923.9771931324766,440.23696874545686
14,10_linkedin,prefixed,636.0,636.1,469.0,3.9662784,5,4.015970634107924,880.1671987303731,440.9790756926119
15,10_linkedin,prefixed,703.8,703.8,414.0,3.1313844,6,3.6313864505508358,851.159017270173,440.1611336275259
16,10_linkedin,prefixed,480.3,490.5,450.0,3.3516828,7,3.5096712338275897,788.7755985809704,440.5010302146903
17,10_linkedin,prefixed,576.7,637.1,441.0,3.3359472,8,3.434051916943436,761.6650661589456,440.52022649873913
18,10_linkedin,prefixed,666.0,758.6,406.0,3.383154,9,3.411894762905329,761.1053400144427,439.0673572924676
19,14_apple,prefixed,1622.0,1622.1,2601.0,5.697590399999999,0,5.426023133285144,1010.4177286443119,1584.9205125933943
20,14_apple,prefixed,1146.0,1231.1,2217.0,6.796224,1,6.046577233198942,1080.4947236359178,1746.2008609286372
21,14_apple,prefixed,2851.8,2851.9,3397.0,8.8274016,2,7.550550246650075,1858.3185195556866,2363.7811845106726
22,14_apple,prefixed,1257.4,1700.8,2269.0,4.829724,3,6.030536333857856,1783.5128990798494,2324.2120338613177
23,14_apple,prefixed,1150.7,1240.1,2281.0,5.207292,4,5.567788132460052,1520.18054022107,2305.5516607377053
24,14_apple,prefixed,1170.9,1299.1,2408.0,6.3901152,5,6.030563101980095,1412.480941103053,2350.263079014384
25,14_apple,prefixed,637.8,637.9,2110.0,5.051127600000001,6,5.479249875075809,1034.6220587310838,2245.0554952714324
26,14_apple,prefixed,1183.6,1183.8,2104.0,6.0123744,7,5.7793524605750575,1107.420925658331,2183.2245770168684
27,14_apple,prefixed,2591.1,2591.1,3281.0,5.6031552,8,5.680167932046307,1831.5250457662728,2664.5876823317653
28,15_live,prefixed,6652.1,6652.1,6754.0,21.73752,0,10.307654291064434,2697.6617201607537,2756.9718245116906
29,15_live,prefixed,658.3,658.3,752.0,9.8873568,1,10.25218189063696,2449.394106017656,2519.837650323612
30,15_live,prefixed,737.8,737.9,804.0,3.776544,2,8.869818621604342,2095.8514117522623,2174.0276924336285
31,15_live,prefixed,540.0,540.1,662.0,4.060713600000001,3,7.615384916579147,1696.6361977497877,1794.030198652974
32,15_live,prefixed,608.9,609.0,611.0,3.713601600000001,4,6.500049385559222,1388.5456050754794,1464.893311041269
33,15_live,prefixed,545.1,545.2,639.0,3.634092,5,5.644896993814396,1138.3207875599321,1223.7640966694698
34,15_live,prefixed,799.1,799.2,913.0,4.5014112,6,5.296708862379605,1035.4689013290647,1130.9119233208119
35,15_live,prefixed,687.3,722.9,700.0,3.9024288,7,4.868048172149261,939.6754234736811,1000.7219935120161
36,17_yahoo,prefixed,6395.5,6506.1,7260.0,9.3741264,0,6.67974511160283,2725.4774218712532,3279.4597179472808
37,17_yahoo,prefixed,738.4,810.3,1917.0,5.444927999999999,1,6.418543689431518,2522.3658867510085,3213.103342108474
38,17_yahoo,prefixed,1544.0,1603.9,2804.0,6.6688416,2,6.490600708743916,2353.8585930344143,3175.945938224318
39,17_yahoo,prefixed,989.4,1054.2,2149.0,7.238376000000001,3,6.733335053353461,2052.324088879257,3048.2339499675318
40,17_yahoo,prefixed,737.7,796.4,1915.0,5.224219199999999,4,6.218795016622981,1726.2693889905302,2878.996948850882
41,17_yahoo,prefixed,707.8,768.2,1816.0,5.254488000000001,5,5.883236670884781,1463.3354253883801,2701.434922440862
42,17_yahoo,prefixed,719.0,773.6,1894.0,5.255690400000001,6,5.662998559061267,1268.7166365113105,2556.7903855833224
43,17_yahoo,prefixed,682.7,745.7,1686.0,5.477241599999999,7,5.597574723025471,1119.0700770428355,2393.765491335206
44,17_yahoo,prefixed,684.7,735.7,1676.0,5.5231956,8,5.571339385641141,1008.6084378745509,2255.58561602811
45,17_yahoo,prefixed,692.4,760.4,1719.0,7.0441488,9,6.0911596240478305,936.8387485039934,2150.4392872211415
46,18_amazon,prefixed,649.5,649.5,1691.0,6.277068000000001,0,5.375120878435434,393.06990440878633,1094.546899292336
47,18_amazon,prefixed,627.1,627.1,1757.0,5.827752,1,5.5393868341467565,438.26772343454763,1414.8604750686695
48,18_amazon,prefixed,578.0,578.1,1919.0,5.993892,2,5.74785817549406,480.48340751962115,1710.6547857935802
49,18_amazon,prefixed,655.9,656.0,2869.0,8.149175999999999,3,6.913352351620418,542.1197656041547,2409.874183087887
50,18_amazon,prefixed,501.5,501.6,1861.0,4.642002,4,5.7951063926678374,527.076004918894,2077.105661183493
51,18_amazon,prefixed,647.9,706.1,1683.0,6.058205999999999,5,5.925108336322567,594.946788287568,1838.0083629049802
52,18_amazon,prefixed,480.3,490.5,1924.0,5.757912,6,5.842417388073399,555.0350048997456,1890.1834816622436
53,18_amazon,prefixed,475.8,475.9,1990.0,5.5389312,7,5.692285496828939,524.704733373936,1950.7477731891543
54,18_amazon,prefixed,686.4,686.6,2725.0,8.9220852,8,7.290135498984355,586.8252999727754,2420.5312834807596
55,19_doubleclick,prefixed,531.5,531.6,1432.0,4.075574400000001,0,3.9394928499944553,342.42825674826196,1018.9886084001074
56,19_doubleclick,prefixed,499.1,499.1,1260.0,3.9653712,1,3.9516366147651243,394.0645492701361,1117.079197424464
57,19_doubleclick,prefixed,507.9,507.9,4016.0,6.6561588,2,5.440655725839604,445.39374708308856,2631.158555409534
58,19_doubleclick,prefixed,1405.1,1405.2,2156.0,4.3587612,3,4.827860274593077,911.0936181725024,2371.1383768818196
59,19_doubleclick,prefixed,669.0,669.2,1451.0,3.98412,4,4.347461598110398,791.565991041638,1862.961214834134
60,19_doubleclick,prefixed,555.2,555.3,1303.0,5.11407,5,4.784363781414211,674.2815970709771,1553.137791401699
61,19_doubleclick,prefixed,573.1,573.2,1118.0,3.9199572,6,4.291637234328301,624.0456067511683,1312.290726008033
62,19_doubleclick,prefixed,700.8,701.4,1989.0,4.420692000000001,7,4.365203055032098,662.50083771324,1686.8738653080532
63,19_doubleclick,prefixed,569.6,569.7,1415.0,4.2800832,8,4.316681381987875,616.3633072221676,1536.3796367479401
64,22_adobe,prefixed,817.9,818.0,1569.0,4.338180000000001,0,4.34766748487399,542.8134655988092,981.913449376923
65,22_adobe,prefixed,1167.7,1167.8,1514.0,5.287161600000001,1,4.89685498280938,636.8369174012723,1171.5135636190682
66,22_adobe,prefixed,665.1,665.3,1946.0,4.480541999999999,2,4.633397516898024,643.8591151502447,1540.4944431029212
67,22_adobe,prefixed,731.8,731.9,1557.0,4.497649200000001,3,4.546623050102667,670.0642671743374,1548.8692434451764
68,22_adobe,prefixed,492.5,492.7,1446.0,4.2486120000000005,4,4.355877776343013,612.9696939810988,1495.912596899972
69,22_adobe,prefixed,624.7,624.9,1710.0,4.2653232,5,4.297907566876979,616.9410562822218,1606.4956578619272
70,22_adobe,prefixed,740.5,740.5,1590.0,4.737499199999999,6,4.579326418338149,658.6703534705022,1597.9684274301917
71,22_adobe,prefixed,684.2,684.3,1540.0,4.3324632,7,4.421288526368311,667.3805222900652,1567.9968663147645
72,22_adobe,prefixed,570.8,570.8,1619.0,4.67208,8,4.581841350734234,634.4687691067923,1594.368269816153
73,29_wordpress,prefixed,507.0,507.1,1103.0,3.9968424,0,3.806556698822714,345.826870246507,1055.4087033248009
74,29_wordpress,prefixed,465.0,465.3,1177.0,3.9487319999999992,1,3.8721596696751153,414.6346434177838,1086.851359014753
75,29_wordpress,prefixed,760.8,760.8,7382.0,8.669656800000002,2,6.524310904726948,642.8160081236945,3465.5957078696647
76,29_wordpress,prefixed,1504.0,1504.1,1662.0,4.636692,3,5.44765338159157,1218.6461879694225,2706.5598668545786
77,29_wordpress,prefixed,748.2,748.3,1187.0,4.421703600000001,4,4.859173508712349,903.7016765303166,2045.686646616241
78,29_wordpress,prefixed,781.6,781.7,1195.0,5.0488164,5,4.968062433563444,821.9954730339662,1671.9231222857948
79,29_wordpress,prefixed,750.6,750.7,1195.0,4.09032,6,4.463987960254496,774.2470420744654,1461.7126214530024
80,29_wordpress,prefixed,530.6,530.8,1113.0,4.012578,7,4.204741221105379,611.2038702503539,1307.8604420366712
81,30_blogspot,prefixed,604.1,604.2,701.0,4.027392000000001,0,3.783022554402446,371.5793414919272,434.9922502977015
82,30_blogspot,prefixed,626.9,627.0,731.0,3.618360000000001,1,3.6960162794843945,423.6346351909944,509.8317592568475
83,30_blogspot,prefixed,569.4,569.5,692.0,3.8709576,2,3.7986087815674936,469.5748702873096,577.5147053258497
84,30_blogspot,prefixed,513.8,513.9,645.0,4.421703600000001,3,4.170057409095292,485.68350826426786,605.5327150980512
85,30_blogspot,prefixed,476.1,476.2,616.0,3.0765096,4,3.5164330172969573,482.05632074437585,610.0307552013238
86,30_blogspot,prefixed,535.0,535.1,621.0,3.4941024,5,3.5030801416282316,502.7250541703054,614.7959829661303
87,30_blogspot,prefixed,538.9,539.0,708.0,3.14712,6,3.2902138621446047,516.956394866633,655.4249661709754
88,30_blogspot,prefixed,544.1,544.2,606.0,3.1628556,7,3.214052032613751,527.6713296658453,633.8563773963969
89,32_bing,prefixed,512.1,512.2,516.0,3.9608352,0,3.3612238444153784,336.4320876234267,332.19159033868203
90,32_bing,prefixed,458.8,458.8,555.0,2.9418840000000004,1,3.237524190765782,390.11439599913973,431.6560415011622
91,32_bing,prefixed,721.9,722.0,579.0,3.9181644,2,3.49806170820041,572.5190339773501,513.5945358372198
92,32_bing,prefixed,1257.8,1257.9,694.0,2.8638791999999995,3,3.235186533650785,963.8912400380443,617.636882706615
93,32_bing,prefixed,517.2,517.3,518.0,5.822172,4,4.335141804656956,707.1299282336668,559.8101469679743
94,32_bing,prefixed,496.9,497.0,500.0,2.9740284000000003,5,3.7516399522194637,586.1706103996336,525.0593491279291
95,32_bing,prefixed,515.2,515.2,628.0,3.067038,6,3.4573729369318427,545.3080481286487,584.881392566355
96,32_bing,prefixed,563.7,563.8,727.0,4.511984399999999,7,3.9110749557577247,555.955527809507,667.4737927458926
97,32_bing,prefixed,693.7,763.3,624.0,3.068442,8,3.5484662674520417,675.3433107619041,642.2087944974508
98,33_office,prefixed,570.4,570.7,1657.0,4.9409784,0,4.835237521250541,365.97661051094667,1073.961812291112
99,33_office,prefixed,620.5,620.6,1831.0,5.224219199999999,1,5.042664282586387,463.0124838783595,1300.837879321145
100,33_office,prefixed,648.4,648.5,1746.0,6.6561588,2,6.009117115691301,555.6088431998147,1488.3271281276827
101,33_office,prefixed,631.3,631.4,2282.0,5.3973108000000005,3,5.636356090555609,595.563866990063,1852.7803929969045
102,33_office,prefixed,563.3,563.4,1646.0,4.9095072,4,5.192363936143323,578.409495223113,1755.5737516092076
103,33_office,prefixed,611.3,611.4,3367.0,6.182676000000001,5,5.7975259640036745,596.0489810177768,2518.001565500716
104,33_office,prefixed,631.7,631.8,1727.0,4.9252428,6,5.264457999474759,615.1748140855198,2143.081299091304
105,33_office,prefixed,863.5,863.6,3182.0,5.8379076,7,5.614906652552359,748.0912100275423,2635.752029838729
106,33_office,prefixed,625.9,626.0,2380.0,5.224219199999999,8,5.376148117222778,682.7663669532018,2514.4541198145203
107,33_office,prefixed,629.3,629.4,2602.0,5.4602532,9,5.42754681414921,654.212574742807,2555.9768838355453
108,35_goo,prefixed,472.2,472.3,552.0,3.1793184,0,3.1049033849207377,323.29736828150527,364.8658477084647
109,35_goo,prefixed,587.0,587.1,665.0,3.2887404,1,3.203071584013079,408.437919899396,505.5497583373383
110,35_goo,prefixed,478.3,478.4,649.0,3.6663948,2,3.4818039258239883,439.51657714807965,587.9833994532006
111,35_goo,prefixed,1121.9,1122.1,578.0,3.4775676,3,3.4792111605013885,766.7277227838929,582.0633857970768
112,35_goo,prefixed,500.0,500.1,636.0,5.4427248,4,4.684039474645097,636.4192812838655,614.2096516276214
113,35_goo,prefixed,519.9,520.0,653.0,3.413844,5,3.9043401483024462,579.2385377398233,637.3477963786047
114,35_goo,prefixed,492.5,492.7,600.0,3.335184,6,3.5549483994200846,536.6796186792577,615.067134603308
115,35_goo,prefixed,566.3,566.4,721.0,3.22506,7,3.3524358110716364,551.3006944054738,678.2651299761081
116,35_goo,prefixed,516.0,516.1,733.0,3.413844,8,3.3901333125996675,533.9820796622996,710.9192674518207
117,35_goo,prefixed,512.5,512.6,738.0,3.10752,9,3.2166418738278977,523.4619373927912,727.0753024324518
118,36_github,prefixed,844.8,1189.1,1828.0,4.4745696,0,4.719679215878151,1270.8935248387606,1858.977275998119
119,36_github,prefixed,3796.1,3796.2,4641.0,7.317054,1,6.32700910079199,2741.880318985046,3374.2226979187935
